"Attack ID","Attack Date","Attack Time","Country / Territory","Certainty Level","Attack Type","Total Injured","Total Death","HC Facilities","HC Transport","HC Personnel","HC Supplies Assets","HC Warehouse Storage","HC Patients","HC Other","Type of Facility","Facility Other","HW Abduction","HW Arrest","HW Detention","Patient Abduction","Patient Arrest","Patient Detention"
"MMR008895","09/04/2023","09:40","Myanmar","Confirmed","Obstruction to health care delivery (e.g. physical, administrative, legal etc), Psychological violence/threat of violence/intimidation, Removal of health care assets (e.g. transport, supplies, materials)",0,0,"NO","YES","NO","NO","NO","YES",NA,NA,NA,0,0,0,0,0,0
"MMR008881","08/31/2023","10:30","Myanmar","Confirmed","Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",5,0,"YES","NO","YES","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR009042","08/24/2023","Time Unknown","Myanmar","Probable","Removal of health care assets (e.g. transport, supplies, materials)",0,0,"YES","Unknown","Unknown","YES","YES","Unknown",NA,NA,NA,0,0,0,0,0,0
"MMR008829","08/23/2023","13:00","Myanmar","Confirmed","Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,"YES","YES","YES","YES","Unknown","YES",NA,"Tertiary",NA,0,0,0,0,0,0
"MMR008896","08/22/2023","Time Unknown","Myanmar","Confirmed","Psychological violence/threat of violence/intimidation",0,0,"NO","NO","YES","YES","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR008889","08/20/2023","Time Unknown","Myanmar","Confirmed","Removal of health care assets (e.g. transport, supplies, materials)",0,0,"YES","NO","NO","YES","YES","Unknown",NA,NA,NA,0,0,0,0,0,0
"MMR008897","08/18/2023","Time Unknown","Myanmar","Confirmed","Removal of health care assets (e.g. transport, supplies, materials)",0,0,"YES","YES","YES","Unknown","YES","NO",NA,NA,NA,0,0,0,0,0,0
"MMR008885","08/16/2023","Time Unknown","Myanmar","Confirmed","Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,"YES","Unknown","NO","YES","YES","Unknown",NA,NA,NA,0,0,0,0,0,0
"MMR013086","08/15/2023","Time Unknown","Myanmar","Probable","Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,"NO","NO","NO","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR008882","08/14/2023","12:55","Myanmar","Confirmed","Abduction/Arrest/Detention of health personnel or patients",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,1,0,0,0,0
"MMR008883","08/12/2023","Time Unknown","Myanmar","Probable","Removal of health care assets (e.g. transport, supplies, materials)",0,0,"NO","YES","NO","YES","NO","NO",NA,"Primary",NA,0,0,0,0,0,0
"MMR008886","08/12/2023","Time Unknown","Myanmar","Confirmed","Abduction/Arrest/Detention of health personnel or patients, Removal of health care assets (e.g. transport, supplies, materials), Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,"NO","YES","YES","Unknown","NO","YES",NA,"Primary",NA,0,0,0,0,0,0
"MMR008890","08/12/2023","Time Unknown","Myanmar","Confirmed","Abduction/Arrest/Detention of health personnel or patients",0,1,"NO","NO","YES","NO","NO","NO","Health care's family members","Primary",NA,1,0,0,0,0,0
"MMR008724","08/10/2023","Time Unknown","Myanmar","Confirmed","Abduction/Arrest/Detention of health personnel or patients",0,0,"NO","NO","YES","NO","NO","YES",NA,NA,NA,6,0,0,0,0,0
"MMR008754","08/02/2023","20:00","Myanmar","Confirmed","Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport",0,0,"YES","NO","YES","NO","NO","NO",NA,"Primary",NA,0,1,0,0,0,0
"MMR008763","07/23/2023","11:15","Myanmar","Confirmed","Removal of health care assets (e.g. transport, supplies, materials)",0,0,"YES","NO","NO","Unknown","Unknown","NO",NA,"Primary",NA,0,0,0,0,0,0
"MMR008785","07/12/2023","00:00-06:00","Myanmar","Confirmed","Removal of health care assets (e.g. transport, supplies, materials), Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,"YES","NO","Unknown","Unknown","Unknown","Unknown",NA,"Other","IDP Camp Clinic",0,0,0,0,0,0
"MMR008832","06/21/2023","Time Unknown","Myanmar","Confirmed","Abduction/Arrest/Detention of health personnel or patients",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,1,0,0,0,0
"MMR008839","06/19/2023","06:00-12:00","Myanmar","Confirmed","Abduction/Arrest/Detention of health personnel or patients",0,0,"YES","Unknown","YES","Unknown","Unknown","Unknown",NA,NA,NA,0,1,0,0,0,0
"MMR008834","06/17/2023","Time Unknown","Myanmar","Confirmed","Removal of health care assets (e.g. transport, supplies, materials)",0,0,"YES","NO","NO","YES","YES","NO",NA,"Other",NA,0,0,0,0,0,0
"MMR008464","05/28/2023","Time Unknown","Myanmar","Confirmed","Abduction/Arrest/Detention of health personnel or patients",0,0,"NO","NO","YES","NO","NO","YES",NA,NA,NA,0,0,0,0,3,0
"MMR008463","05/27/2023","Time Unknown","Myanmar","Confirmed","Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,"YES","NO","NO","Unknown","Unknown","NO",NA,NA,NA,0,0,0,0,0,0
"MMR008462","05/27/2023","Time Unknown","Myanmar","Confirmed","Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,4,"NO","Unknown","YES","Unknown","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR008459","05/21/2023","Time Unknown","Myanmar","Confirmed","Abduction/Arrest/Detention of health personnel or patients",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,5,0,0,0,0
"MMR008458","05/20/2023","Time Unknown","Myanmar","Confirmed","Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,"YES","Unknown","NO","Unknown","Unknown","Unknown",NA,"Other",NA,0,0,0,0,0,0
"MMR008457","05/17/2023","Time Unknown","Myanmar","Confirmed","Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,"YES","NO","NO","Unknown","Unknown","NO",NA,NA,NA,0,0,0,0,0,0
"MMR008844","05/17/2023","09:30","Myanmar","Probable","Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,"YES","NO","NO","NO","NO","NO",NA,"Primary",NA,0,0,0,0,0,0
"MMR008408","05/17/2023","04:00","Myanmar","Probable","Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",4,1,"YES","Unknown","Unknown","YES","YES","Unknown",NA,NA,NA,0,0,0,0,0,0
"MMR008850","05/16/2023","Time Unknown","Myanmar","Confirmed","Removal of health care assets (e.g. transport, supplies, materials)",0,0,"YES","NO","NO","YES","YES","Unknown",NA,NA,NA,0,0,0,0,0,0
"MMR008847","05/15/2023","22:50","Myanmar","Confirmed","Abduction/Arrest/Detention of health personnel or patients, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,"NO","NO","YES","NO","NO","Unknown",NA,NA,NA,0,5,0,0,0,0
"MMR008314","04/25/2023","12:45","Myanmar","Confirmed","Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,"YES","NO","YES","YES","Unknown","YES",NA,NA,NA,0,0,0,0,0,0
"MMR008298","04/25/2023","Time Unknown","Myanmar","Confirmed","Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",3,0,"YES","Unknown","YES","Unknown","Unknown","YES",NA,NA,NA,0,0,0,0,0,0
"MMR008299","04/18/2023","08:25","Myanmar","Confirmed","Abduction/Arrest/Detention of health personnel or patients, Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,"YES","Unknown","Unknown","YES","Unknown","Unknown",NA,"Primary",NA,0,0,0,0,0,0
"MMR008296","04/17/2023","12:00-18:00","Myanmar","Confirmed","Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,"YES","Unknown","Unknown","YES","Unknown","Unknown",NA,"Other",NA,0,0,0,0,0,0
"MMR008315","04/11/2023","10:30","Myanmar","Confirmed","Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,"NO","YES","NO","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR008409","04/09/2023","Time Unknown","Myanmar","Confirmed","Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,"YES","NO","YES","YES","YES","YES",NA,NA,NA,0,0,0,0,0,0
"MMR008250","04/05/2023","Time Unknown","Myanmar","Confirmed","Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,"YES","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Secondary",NA,0,0,0,0,0,0
"MMR008256","04/03/2023","07:00","Myanmar","Confirmed","Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,1,"NO","NO","YES","NO","NO","NO","Owener of a private clinic","Primary",NA,0,0,0,0,0,0
"MMR008255","04/02/2023","Time Unknown","Myanmar","Confirmed","Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,"NO","NO","NO","YES","NO","NO",NA,"Pharmacy",NA,0,0,0,0,0,0
"MMR008253","03/31/2023","Time Unknown","Myanmar","Possible","Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,"YES","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Primary",NA,0,0,0,0,0,0
"MMR008249","03/25/2023","Time Unknown","Myanmar","Possible","Removal of health care assets (e.g. transport, supplies, materials)",0,0,"NO","YES","NO","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR008126","03/21/2023","Time Unknown","Myanmar","Probable","Abduction/Arrest/Detention of health personnel or patients",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,"Doctor",0,1,0,0,0,0
"MMR008129","03/14/2023","Time Unknown","Myanmar","Confirmed","Abduction/Arrest/Detention of health personnel or patients",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,1,0,0,0,0
"MMR008852","03/14/2023","09:00","Myanmar","Confirmed","Abduction/Arrest/Detention of health personnel or patients, Assault (without weapons), Psychological violence/threat of violence/intimidation",0,0,"NO","NO","YES","NO","NO","NO","nurse from private hospital","Primary","nurse",0,1,0,0,0,0
"MMR008041","03/09/2023","Time Unknown","Myanmar","Possible","Removal of health care assets (e.g. transport, supplies, materials)",0,0,"YES","NO","NO","NO","NO","NO",NA,"Secondary",NA,0,0,0,0,0,0
"MMR008128","03/08/2023","Time Unknown","Myanmar","Confirmed","Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,1,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR007946","03/04/2023","07:30","Myanmar","Confirmed","Abduction/Arrest/Detention of health personnel or patients, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,"NO","NO","YES","NO","NO","NO",NA,"Other",NA,0,1,0,0,0,0
"MMR008043","03/03/2023","Time Unknown","Myanmar","Probable","Removal of health care assets (e.g. transport, supplies, materials)",0,0,"NO","NO","NO","YES","NO","NO",NA,"Pharmacy",NA,0,0,0,0,0,0
"MMR008045","03/01/2023","Time Unknown","Myanmar","Confirmed","Removal of health care assets (e.g. transport, supplies, materials)",0,0,"NO","NO","NO","YES","NO","NO",NA,"Primary",NA,0,0,0,0,0,0
"MMR008042","02/26/2023","Time Unknown","Myanmar","Possible","Removal of health care assets (e.g. transport, supplies, materials)",0,0,"NO","NO","NO","YES","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR008040","02/25/2023","Time Unknown","Myanmar","Probable","Removal of health care assets (e.g. transport, supplies, materials), Setting fire",0,0,"YES","NO","NO","NO","NO","NO",NA,"Primary",NA,0,0,0,0,0,0
"MMR008024","02/25/2023","Time Unknown","Myanmar","Confirmed","Abduction/Arrest/Detention of health personnel or patients",0,0,"NO","NO","YES","NO","NO","NO",NA,"Other",NA,0,2,0,0,0,0
"MMR008023","02/23/2023","Time Unknown","Myanmar","Confirmed","Removal of health care assets (e.g. transport, supplies, materials), Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,"YES","NO","NO","YES","YES","NO",NA,"Primary",NA,0,0,0,0,0,0
"MMR008022","02/21/2023","Time Unknown","Myanmar","Confirmed","Abduction/Arrest/Detention of health personnel or patients, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,1,"NO","NO","YES","NO","NO","NO",NA,"Other","Healthcare in the community",0,1,0,0,0,0
"MMR008021","02/19/2023","Time Unknown","Myanmar","Confirmed","Abduction/Arrest/Detention of health personnel or patients",0,0,"YES","NO","NO","NO","NO","NO",NA,NA,NA,0,6,0,0,0,0
"MMR007963","02/06/2023","11:30","Myanmar","Confirmed","Removal of health care assets (e.g. transport, supplies, materials), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,"NO","NO","YES","YES","NO","NO",NA,"Primary",NA,0,0,0,0,0,0
"MMR007794","02/06/2023","Time Unknown","Myanmar","Possible","Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,1,"NO","NO","YES","NO","NO","NO",NA,"Other","medic with the Underground Lightning Guerrilla Group",0,0,0,0,0,0
"MMR007793","02/03/2023","Time Unknown","Myanmar","Confirmed","Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,"YES","NO","NO","YES","YES","NO",NA,"Warehouse",NA,0,0,0,0,0,0
"MMR007705","01/22/2023","12:00-18:00","Myanmar","Possible","Abduction/Arrest/Detention of health personnel or patients, Removal of health care assets (e.g. transport, supplies, materials)",0,0,"YES","YES","YES","YES","YES","NO",NA,NA,NA,0,0,0,0,1,0
"MMR007704","01/21/2023","12:00-18:00","Myanmar","Possible","Removal of health care assets (e.g. transport, supplies, materials), Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",2,1,"YES","NO","NO","YES","NO","YES",NA,NA,NA,0,0,0,0,0,0
"MMR007682","01/17/2023","Time Unknown","Myanmar","Confirmed","Abduction/Arrest/Detention of health personnel or patients, Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,"YES","NO","YES","NO","NO","NO",NA,"Primary",NA,0,0,0,0,0,0
"MMR007701","01/10/2023","Time Unknown","Myanmar","Confirmed","Abduction/Arrest/Detention of health personnel or patients",0,0,"NO","NO","NO","NO","NO","YES",NA,NA,NA,0,0,0,0,0,0
"MMR007699","01/10/2023","Time Unknown","Myanmar","Confirmed","Abduction/Arrest/Detention of health personnel or patients, Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,"YES","NO","YES","NO","NO","YES",NA,NA,NA,0,0,0,0,0,0
"MMR007680","01/08/2023","11:50","Myanmar","Possible","Abduction/Arrest/Detention of health personnel or patients",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR007667","01/03/2023","Time Unknown","Myanmar","Possible","Other",0,0,"NO","NO","NO","YES","NO","NO",NA,"Other","transportation of medical supplies",0,0,0,0,0,0
"MMR007700","12/30/2022","Time Unknown","Myanmar","Confirmed","Removal of health care assets (e.g. transport, supplies, materials)",0,0,"NO","YES","NO","YES","NO","NO",NA,"Other","Car",0,0,0,0,0,0
"MMR008853","12/30/2022","11:25","Myanmar","Confirmed","Abduction/Arrest/Detention of health personnel or patients",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,0,0,0,1,0
"MMR007698","12/29/2022","Time Unknown","Myanmar","Confirmed","Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,"YES","NO","NO","NO","NO","NO",NA,"Other",NA,0,0,0,0,0,0
"MMR007665","12/29/2022","Time Unknown","Myanmar","Possible","Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,"YES","NO","YES","NO","NO","YES",NA,"Secondary",NA,0,0,0,0,0,0
"MMR008854","12/28/2022","Time Unknown","Myanmar","Confirmed","Removal of health care assets (e.g. transport, supplies, materials)",0,0,"YES","YES","YES","YES","YES","YES",NA,NA,NA,0,0,0,0,0,0
"MMR007697","12/28/2022","Time Unknown","Myanmar","Confirmed","Abduction/Arrest/Detention of health personnel or patients",0,0,"NO","NO","YES","NO","NO","NO","LNGO","Other",NA,0,1,0,0,0,0
"MMR007664","12/28/2022","12:20","Myanmar","Possible","Abduction/Arrest/Detention of health personnel or patients",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,1,0,0,0,0,0
"MMR008857","12/25/2022","Time Unknown","Myanmar","Confirmed","Abduction/Arrest/Detention of health personnel or patients",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,1,0,0,0,0
"MMR007692","12/20/2022","Time Unknown","Myanmar","Confirmed","Abduction/Arrest/Detention of health personnel or patients",0,0,"YES","NO","YES","NO","NO","NO",NA,"Other",NA,0,1,0,0,0,0
"MMR007708","12/18/2022","Time Unknown","Myanmar","Possible","Removal of health care assets (e.g. transport, supplies, materials)",0,0,"NO","NO","NO","YES","YES","NO",NA,"Warehouse",NA,0,0,0,0,0,0
"MMR007612","11/27/2022","Time Unknown","Myanmar","Possible","Abduction/Arrest/Detention of health personnel or patients",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,4,0,0,0,0
"MMR007552","11/14/2022","Time Unknown","Myanmar","Confirmed","Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,"YES","NO","NO","YES","NO","NO",NA,"Primary",NA,0,0,0,0,0,0
"MMR007585","10/31/2022","Time Unknown","Myanmar","Probable","Abduction/Arrest/Detention of health personnel or patients",0,0,"NO","NO","YES","NO","NO","NO",NA,"Primary",NA,0,5,0,0,0,0
"MMR007498","10/31/2022","Time Unknown","Myanmar","Confirmed","Obstruction to health care delivery (e.g. physical, administrative, legal etc), Removal of health care assets (e.g. transport, supplies, materials)",0,0,"YES","YES","NO","YES","NO","YES",NA,"Secondary",NA,0,0,0,0,0,0
"MMR007435","10/23/2022","20:35","Myanmar","Confirmed","Obstruction to health care delivery (e.g. physical, administrative, legal etc), Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",100,0,"NO","YES","NO","NO","NO","YES",NA,NA,NA,0,0,0,0,0,0
"MMR007437","10/21/2022","Time Unknown","Myanmar","Confirmed","Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,"YES","NO","YES","YES","YES","YES",NA,"Secondary",NA,0,0,0,0,0,0
"MMR007433","10/20/2022","Time Unknown","Myanmar","Confirmed","Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,1,"YES","NO","YES","YES","YES","YES",NA,"Secondary","Public hospital in Man Yugyi Village",0,0,0,0,0,0
"MMR007478","10/15/2022","Time Unknown","Myanmar","Probable","Setting fire",0,0,"YES","NO","NO","YES","NO","NO",NA,"Primary",NA,0,0,0,0,0,0
"MMR007411","10/13/2022","Time Unknown","Myanmar","Probable","Other",0,1,"NO","NO","NO","NO","NO","YES",NA,NA,"Prison",0,0,0,0,0,0
"MMR007343","09/27/2022","Time Unknown","Myanmar","Confirmed","Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,"NO","YES","NO","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR007342","09/25/2022","10:15","Myanmar","Confirmed","Abduction/Arrest/Detention of health personnel or patients, Removal of health care assets (e.g. transport, supplies, materials)",0,0,"NO","YES","YES","YES","NO","NO",NA,NA,NA,0,1,0,0,0,0
"MMR007245","09/09/2022","Time Unknown","Myanmar","Possible","Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,"NO","YES","NO","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR007241","09/06/2022","06:00-12:00","Myanmar","Possible","Abduction/Arrest/Detention of health personnel or patients",0,0,"NO","NO","YES","NO","NO","NO",NA,"Secondary",NA,0,1,0,0,0,0
"MMR007195","08/29/2022","Time Unknown","Myanmar","Probable","Obstruction to health care delivery (e.g. physical, administrative, legal etc), Removal of health care assets (e.g. transport, supplies, materials), Setting fire",0,0,"YES","NO","NO","YES","NO","NO",NA,"Primary",NA,0,0,0,0,0,0
"MMR007178","08/22/2022","09:00","Myanmar","Possible","Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,"NO","YES","NO","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR007194","08/21/2022","Time Unknown","Myanmar","Possible","Abduction/Arrest/Detention of health personnel or patients",0,0,"NO","NO","NO","NO","NO","YES",NA,"Secondary",NA,0,2,0,0,1,0
"MMR007244","08/15/2022","Time Unknown","Myanmar","Possible","Militarization of a health care asset",0,0,"YES","NO","NO","NO","NO","NO",NA,"Secondary",NA,0,0,0,0,0,0
"MMR007146","08/11/2022","19:30","Myanmar","Probable","Abduction/Arrest/Detention of health personnel or patients",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,1,0,0,0,0
"MMR007341","08/10/2022","Time Unknown","Myanmar","Confirmed","Removal of health care assets (e.g. transport, supplies, materials), Setting fire",0,0,"NO","NO","NO","YES","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR007147","08/09/2022","Time Unknown","Myanmar","Probable","Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",1,1,"YES","NO","YES","NO","NO","NO",NA,"Primary",NA,0,0,0,0,0,0
"MMR007069","07/23/2022","Time Unknown","Myanmar","Possible","Removal of health care assets (e.g. transport, supplies, materials)",0,0,"NO","NO","NO","YES","NO","NO",NA,"Other","Private Logistic Company",0,0,0,0,0,0
"MMR007019","07/21/2022","22:00","Myanmar","Possible","Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,"YES","NO","NO","NO","NO","NO",NA,"Tertiary",NA,0,0,0,0,0,0
"MMR007018","07/11/2022","Time Unknown","Myanmar","Possible","Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,"NO","YES","NO","NO","NO","NO",NA,"Other","ambulance",0,0,0,0,0,0
"MMR007020","07/04/2022","12:25","Myanmar","Possible","Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,"YES","NO","NO","NO","NO","NO",NA,"Tertiary",NA,0,0,0,0,0,0
"MMR006974","06/29/2022","Time Unknown","Myanmar","Probable","Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,9,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR006939","06/27/2022","Time Unknown","Myanmar","Probable","Setting fire",0,0,"YES","NO","NO","NO","NO","NO",NA,"Primary",NA,0,0,0,0,0,0
"MMR006918","06/21/2022","08:00","Myanmar","Possible","Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,"YES","NO","NO","NO","NO","NO",NA,"Secondary",NA,0,0,0,0,0,0
"MMR006940","06/19/2022","Time Unknown","Myanmar","Confirmed","Abduction/Arrest/Detention of health personnel or patients",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,1,0,0,0,0
"MMR006887","06/10/2022","Time Unknown","Myanmar","Probable","Abduction/Arrest/Detention of health personnel or patients, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,1,"NO","NO","YES","NO","NO","NO",NA,NA,NA,1,0,0,0,0,0
"MMR006888","06/09/2022","22:00","Myanmar","Probable","Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,1,"NO","YES","YES","NO","NO","NO",NA,"Other","Ambulance",0,0,0,0,0,0
"MMR006869","06/08/2022","17:45","Myanmar","Confirmed","Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,1,"NO","NO","NO","NO","NO","NO","Driver for Regional Surveillance Officer",NA,NA,0,0,0,0,0,0
"MMR006872","06/05/2022","Time Unknown","Myanmar","Possible","Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport, Assault (without weapons)",0,0,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,0,1,0,0,0
"MMR006870","06/03/2022","Time Unknown","Myanmar","Probable","Abduction/Arrest/Detention of health personnel or patients, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,1,"YES","NO","YES","NO","NO","NO",NA,"Primary",NA,1,0,0,0,0,0
"MMR006859","06/02/2022","Time Unknown","Myanmar","Possible","Abduction/Arrest/Detention of health personnel or patients, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,1,"NO","NO","YES","NO","NO","NO",NA,NA,NA,1,0,0,0,0,0
"MMR006783","05/20/2022","09:00","Myanmar","Probable","Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,1,"NO","NO","NO","NO","NO","NO","Medical student",NA,NA,0,0,0,0,0,0
"MMR006784","05/18/2022","02:00","Myanmar","Probable","Abduction/Arrest/Detention of health personnel or patients, Criminalization of health care",0,0,"NO","NO","YES","NO","NO","NO",NA,"Tertiary",NA,0,3,0,0,0,0
"MMR006697","04/24/2022","Time Unknown","Myanmar","Probable","Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,"NO","NO","NO","YES","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR006545","04/08/2022","Time Unknown","Myanmar","Probable","Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,"NO","NO","NO","NO","NO","YES",NA,NA,NA,0,0,0,0,0,0
"MMR006506","02/17/2022","Time Unknown","Myanmar","Probable","Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,1,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
"MMR006501","01/26/2022","Time Unknown","Myanmar","Probable","Abduction/Arrest/Detention of health personnel or patients, Obstruction to health care delivery (e.g. physical, administrative, legal etc), Removal of health care assets (e.g. transport, supplies, materials)",0,0,"YES","YES","YES","YES","NO","NO",NA,NA,NA,0,7,0,0,0,0
"MMR006503","01/12/2022","Time Unknown","Myanmar","Probable","Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,"YES","NO","NO","YES","YES","NO",NA,"Primary",NA,0,0,0,0,0,0
"MMR006281","01/12/2022","Time Unknown","Myanmar","Probable","Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,"YES","NO","NO","NO","NO","NO",NA,"Secondary",NA,0,0,0,0,0,0
"MMR006284","01/05/2022","Time Unknown","Myanmar","Probable","Removal of health care assets (e.g. transport, supplies, materials), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,"YES","NO","NO","NO","NO","NO",NA,"Primary",NA,0,0,0,0,0,0
"MMR006502","01/04/2022","Time Unknown","Myanmar","Probable","Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,1,"NO","NO","YES","NO","NO","NO",NA,NA,NA,0,0,0,0,0,0
